"행정구역","2026년01월_거주자_총인구수","2026년01월_거주자_연령구간인구수","2026년01월_거주자_0~9세","2026년01월_거주자_10~19세","2026년01월_거주자_20~29세","2026년01월_거주자_30~39세","2026년01월_거주자_40~49세","2026년01월_거주자_50~59세","2026년01월_거주자_60~69세","2026년01월_거주자_70~79세","2026년01월_거주자_80~89세","2026년01월_거주자_90~99세","2026년01월_거주자_100세 이상","2026년01월_남_거주자_총인구수","2026년01월_남_거주자_연령구간인구수","2026년01월_남_거주자_0~9세","2026년01월_남_거주자_10~19세","2026년01월_남_거주자_20~29세","2026년01월_남_거주자_30~39세","2026년01월_남_거주자_40~49세","2026년01월_남_거주자_50~59세","2026년01월_남_거주자_60~69세","2026년01월_남_거주자_70~79세","2026년01월_남_거주자_80~89세","2026년01월_남_거주자_90~99세","2026년01월_남_거주자_100세 이상","2026년01월_여_거주자_총인구수","2026년01월_여_거주자_연령구간인구수","2026년01월_여_거주자_0~9세","2026년01월_여_거주자_10~19세","2026년01월_여_거주자_20~29세","2026년01월_여_거주자_30~39세","2026년01월_여_거주자_40~49세","2026년01월_여_거주자_50~59세","2026년01월_여_거주자_60~69세","2026년01월_여_거주자_70~79세","2026년01월_여_거주자_80~89세","2026년01월_여_거주자_90~99세","2026년01월_여_거주자_100세 이상","2026년02월_거주자_총인구수","2026년02월_거주자_연령구간인구수","2026년02월_거주자_0~9세","2026년02월_거주자_10~19세","2026년02월_거주자_20~29세","2026년02월_거주자_30~39세","2026년02월_거주자_40~49세","2026년02월_거주자_50~59세","2026년02월_거주자_60~69세","2026년02월_거주자_70~79세","2026년02월_거주자_80~89세","2026년02월_거주자_90~99세","2026년02월_거주자_100세 이상","2026년02월_남_거주자_총인구수","2026년02월_남_거주자_연령구간인구수","2026년02월_남_거주자_0~9세","2026년02월_남_거주자_10~19세","2026년02월_남_거주자_20~29세","2026년02월_남_거주자_30~39세","2026년02월_남_거주자_40~49세","2026년02월_남_거주자_50~59세","2026년02월_남_거주자_60~69세","2026년02월_남_거주자_70~79세","2026년02월_남_거주자_80~89세","2026년02월_남_거주자_90~99세","2026년02월_남_거주자_100세 이상","2026년02월_여_거주자_총인구수","2026년02월_여_거주자_연령구간인구수","2026년02월_여_거주자_0~9세","2026년02월_여_거주자_10~19세","2026년02월_여_거주자_20~29세","2026년02월_여_거주자_30~39세","2026년02월_여_거주자_40~49세","2026년02월_여_거주자_50~59세","2026년02월_여_거주자_60~69세","2026년02월_여_거주자_70~79세","2026년02월_여_거주자_80~89세","2026년02월_여_거주자_90~99세","2026년02월_여_거주자_100세 이상","2026년03월_거주자_총인구수","2026년03월_거주자_연령구간인구수","2026년03월_거주자_0~9세","2026년03월_거주자_10~19세","2026년03월_거주자_20~29세","2026년03월_거주자_30~39세","2026년03월_거주자_40~49세","2026년03월_거주자_50~59세","2026년03월_거주자_60~69세","2026년03월_거주자_70~79세","2026년03월_거주자_80~89세","2026년03월_거주자_90~99세","2026년03월_거주자_100세 이상","2026년03월_남_거주자_총인구수","2026년03월_남_거주자_연령구간인구수","2026년03월_남_거주자_0~9세","2026년03월_남_거주자_10~19세","2026년03월_남_거주자_20~29세","2026년03월_남_거주자_30~39세","2026년03월_남_거주자_40~49세","2026년03월_남_거주자_50~59세","2026년03월_남_거주자_60~69세","2026년03월_남_거주자_70~79세","2026년03월_남_거주자_80~89세","2026년03월_남_거주자_90~99세","2026년03월_남_거주자_100세 이상","2026년03월_여_거주자_총인구수","2026년03월_여_거주자_연령구간인구수","2026년03월_여_거주자_0~9세","2026년03월_여_거주자_10~19세","2026년03월_여_거주자_20~29세","2026년03월_여_거주자_30~39세","2026년03월_여_거주자_40~49세","2026년03월_여_거주자_50~59세","2026년03월_여_거주자_60~69세","2026년03월_여_거주자_70~79세","2026년03월_여_거주자_80~89세","2026년03월_여_거주자_90~99세","2026년03월_여_거주자_100세 이상","2026년04월_거주자_총인구수","2026년04월_거주자_연령구간인구수","2026년04월_거주자_0~9세","2026년04월_거주자_10~19세","2026년04월_거주자_20~29세","2026년04월_거주자_30~39세","2026년04월_거주자_40~49세","2026년04월_거주자_50~59세","2026년04월_거주자_60~69세","2026년04월_거주자_70~79세","2026년04월_거주자_80~89세","2026년04월_거주자_90~99세","2026년04월_거주자_100세 이상","2026년04월_남_거주자_총인구수","2026년04월_남_거주자_연령구간인구수","2026년04월_남_거주자_0~9세","2026년04월_남_거주자_10~19세","2026년04월_남_거주자_20~29세","2026년04월_남_거주자_30~39세","2026년04월_남_거주자_40~49세","2026년04월_남_거주자_50~59세","2026년04월_남_거주자_60~69세","2026년04월_남_거주자_70~79세","2026년04월_남_거주자_80~89세","2026년04월_남_거주자_90~99세","2026년04월_남_거주자_100세 이상","2026년04월_여_거주자_총인구수","2026년04월_여_거주자_연령구간인구수","2026년04월_여_거주자_0~9세","2026년04월_여_거주자_10~19세","2026년04월_여_거주자_20~29세","2026년04월_여_거주자_30~39세","2026년04월_여_거주자_40~49세","2026년04월_여_거주자_50~59세","2026년04월_여_거주자_60~69세","2026년04월_여_거주자_70~79세","2026년04월_여_거주자_80~89세","2026년04월_여_거주자_90~99세","2026년04월_여_거주자_100세 이상","2026년05월_거주자_총인구수","2026년05월_거주자_연령구간인구수","2026년05월_거주자_0~9세","2026년05월_거주자_10~19세","2026년05월_거주자_20~29세","2026년05월_거주자_30~39세","2026년05월_거주자_40~49세","2026년05월_거주자_50~59세","2026년05월_거주자_60~69세","2026년05월_거주자_70~79세","2026년05월_거주자_80~89세","2026년05월_거주자_90~99세","2026년05월_거주자_100세 이상","2026년05월_남_거주자_총인구수","2026년05월_남_거주자_연령구간인구수","2026년05월_남_거주자_0~9세","2026년05월_남_거주자_10~19세","2026년05월_남_거주자_20~29세","2026년05월_남_거주자_30~39세","2026년05월_남_거주자_40~49세","2026년05월_남_거주자_50~59세","2026년05월_남_거주자_60~69세","2026년05월_남_거주자_70~79세","2026년05월_남_거주자_80~89세","2026년05월_남_거주자_90~99세","2026년05월_남_거주자_100세 이상","2026년05월_여_거주자_총인구수","2026년05월_여_거주자_연령구간인구수","2026년05월_여_거주자_0~9세","2026년05월_여_거주자_10~19세","2026년05월_여_거주자_20~29세","2026년05월_여_거주자_30~39세","2026년05월_여_거주자_40~49세","2026년05월_여_거주자_50~59세","2026년05월_여_거주자_60~69세","2026년05월_여_거주자_70~79세","2026년05월_여_거주자_80~89세","2026년05월_여_거주자_90~99세","2026년05월_여_거주자_100세 이상","2026년06월_거주자_총인구수","2026년06월_거주자_연령구간인구수","2026년06월_거주자_0~9세","2026년06월_거주자_10~19세","2026년06월_거주자_20~29세","2026년06월_거주자_30~39세","2026년06월_거주자_40~49세","2026년06월_거주자_50~59세","2026년06월_거주자_60~69세","2026년06월_거주자_70~79세","2026년06월_거주자_80~89세","2026년06월_거주자_90~99세","2026년06월_거주자_100세 이상","2026년06월_남_거주자_총인구수","2026년06월_남_거주자_연령구간인구수","2026년06월_남_거주자_0~9세","2026년06월_남_거주자_10~19세","2026년06월_남_거주자_20~29세","2026년06월_남_거주자_30~39세","2026년06월_남_거주자_40~49세","2026년06월_남_거주자_50~59세","2026년06월_남_거주자_60~69세","2026년06월_남_거주자_70~79세","2026년06월_남_거주자_80~89세","2026년06월_남_거주자_90~99세","2026년06월_남_거주자_100세 이상","2026년06월_여_거주자_총인구수","2026년06월_여_거주자_연령구간인구수","2026년06월_여_거주자_0~9세","2026년06월_여_거주자_10~19세","2026년06월_여_거주자_20~29세","2026년06월_여_거주자_30~39세","2026년06월_여_거주자_40~49세","2026년06월_여_거주자_50~59세","2026년06월_여_거주자_60~69세","2026년06월_여_거주자_70~79세","2026년06월_여_거주자_80~89세","2026년06월_여_거주자_90~99세","2026년06월_여_거주자_100세 이상"
"광주광역시  (2900000000)","1,386,614","1,386,614","85,458","143,800","169,373","172,797","211,174","239,869","193,720","110,517","51,364","8,356","186","683,450","683,450","43,514","74,107","88,469","89,790","105,254","118,747","92,724","49,189","19,587","2,049","20","703,164","703,164","41,944","69,693","80,904","83,007","105,920","121,122","100,996","61,328","31,777","6,307","166","1,385,237","1,385,237","85,035","143,502","168,356","172,257","210,967","239,951","194,143","110,951","51,413","8,477","185","682,702","682,702","43,317","73,927","87,866","89,552","105,182","118,754","92,975","49,383","19,644","2,081","21","702,535","702,535","41,718","69,575","80,490","82,705","105,785","121,197","101,168","61,568","31,769","6,396","164","1,383,649","1,383,649","84,586","143,120","167,181","172,624","210,065","239,230","194,962","111,519","51,615","8,557","190","681,799","681,799","43,103","73,679","87,244","89,777","104,723","118,425","93,316","49,641","19,751","2,116","24","701,850","701,850","41,483","69,441","79,937","82,847","105,342","120,805","101,646","61,878","31,864","6,441","166","1,382,633","1,382,633","84,192","143,035","166,486","172,899","209,406","239,075","195,280","111,856","51,585","8,628","191","681,297","681,297","42,898","73,643","86,877","89,960","104,391","118,340","93,468","49,775","19,805","2,115","25","701,336","701,336","41,294","69,392","79,609","82,939","105,015","120,735","101,812","62,081","31,780","6,513","166","1,382,475","1,382,475","83,746","142,904","166,248","173,122","209,114","238,678","195,715","112,189","51,858","8,708","193","681,260","681,260","42,709","73,574","86,727","90,098","104,245","118,139","93,749","49,909","19,949","2,136","25","701,215","701,215","41,037","69,330","79,521","83,024","104,869","120,539","101,966","62,280","31,909","6,572","168","1,381,578","1,381,578","83,407","142,796","165,618","173,276","208,771","238,481","195,843","112,343","52,142","8,713","188","680,799","680,799","42,539","73,485","86,464","90,198","104,052","118,047","93,800","49,969","20,070","2,150","25","700,779","700,779","40,868","69,311","79,154","83,078","104,719","120,434","102,043","62,374","32,072","6,563","163"
"광주광역시 동구 (2911000000)","104,325","104,325","6,524","7,644","13,298","14,148","13,950","15,331","15,323","11,175","6,017","900","15","51,000","51,000","3,381","3,893","6,648","7,266","7,248","7,706","7,206","4,876","2,500","273","3","53,325","53,325","3,143","3,751","6,650","6,882","6,702","7,625","8,117","6,299","3,517","627","12","104,329","104,329","6,481","7,714","13,300","14,085","13,965","15,311","15,328","11,186","6,029","913","17","50,985","50,985","3,367","3,908","6,642","7,236","7,261","7,685","7,207","4,886","2,510","280","3","53,344","53,344","3,114","3,806","6,658","6,849","6,704","7,626","8,121","6,300","3,519","633","14","104,280","104,280","6,482","7,708","13,225","14,152","13,932","15,194","15,373","11,231","6,041","928","14","50,925","50,925","3,363","3,904","6,598","7,265","7,238","7,631","7,220","4,916","2,498","289","3","53,355","53,355","3,119","3,804","6,627","6,887","6,694","7,563","8,153","6,315","3,543","639","11","104,271","104,271","6,490","7,710","13,233","14,139","13,918","15,162","15,383","11,250","6,032","941","13","50,927","50,927","3,359","3,914","6,608","7,279","7,214","7,602","7,237","4,930","2,489","292","3","53,344","53,344","3,131","3,796","6,625","6,860","6,704","7,560","8,146","6,320","3,543","649","10","104,550","104,550","6,494","7,709","13,384","14,169","13,974","15,149","15,398","11,257","6,052","951","13","51,066","51,066","3,355","3,915","6,682","7,294","7,234","7,608","7,251","4,923","2,508","293","3","53,484","53,484","3,139","3,794","6,702","6,875","6,740","7,541","8,147","6,334","3,544","658","10","104,746","104,746","6,532","7,749","13,367","14,231","13,969","15,188","15,382","11,288","6,081","946","13","51,173","51,173","3,356","3,943","6,694","7,324","7,233","7,641","7,238","4,930","2,519","292","3","53,573","53,573","3,176","3,806","6,673","6,907","6,736","7,547","8,144","6,358","3,562","654","10"
"광주광역시 서구 (2914000000)","274,339","274,339","14,564","26,588","35,481","33,677","40,153","49,293","39,624","22,818","10,386","1,714","41","133,892","133,892","7,455","13,986","18,221","17,552","19,665","23,828","18,613","10,136","3,982","452","2","140,447","140,447","7,109","12,602","17,260","16,125","20,488","25,465","21,011","12,682","6,404","1,262","39","274,776","274,776","14,647","26,576","35,363","33,733","40,233","49,399","39,706","22,925","10,407","1,748","39","134,127","134,127","7,524","13,972","18,136","17,618","19,690","23,890","18,662","10,176","3,998","458","3","140,649","140,649","7,123","12,604","17,227","16,115","20,543","25,509","21,044","12,749","6,409","1,290","36","274,861","274,861","14,605","26,529","35,170","33,978","40,138","49,241","39,912","23,053","10,432","1,761","42","134,154","134,154","7,517","13,916","18,029","17,737","19,668","23,798","18,753","10,242","4,021","469","4","140,707","140,707","7,088","12,613","17,141","16,241","20,470","25,443","21,159","12,811","6,411","1,292","38","274,298","274,298","14,426","26,498","34,998","33,954","39,937","49,183","39,979","23,113","10,396","1,771","43","133,938","133,938","7,422","13,905","17,994","17,749","19,556","23,791","18,751","10,270","4,022","474","4","140,360","140,360","7,004","12,593","17,004","16,205","20,381","25,392","21,228","12,843","6,374","1,297","39","274,000","274,000","14,360","26,411","34,824","33,979","39,845","49,033","40,034","23,201","10,470","1,799","44","133,754","133,754","7,385","13,854","17,864","17,783","19,521","23,703","18,804","10,284","4,069","483","4","140,246","140,246","6,975","12,557","16,960","16,196","20,324","25,330","21,230","12,917","6,401","1,316","40","273,711","273,711","14,294","26,331","34,705","33,957","39,786","48,941","40,086","23,218","10,546","1,803","44","133,623","133,623","7,368","13,788","17,846","17,756","19,487","23,658","18,848","10,270","4,108","490","4","140,088","140,088","6,926","12,543","16,859","16,201","20,299","25,283","21,238","12,948","6,438","1,313","40"
"광주광역시 남구 (2915500000)","206,765","206,765","12,651","23,034","21,454","22,909","32,130","32,639","30,382","20,437","9,517","1,569","43","98,691","98,691","6,392","11,448","10,996","11,529","15,673","15,851","13,724","8,891","3,786","393","8","108,074","108,074","6,259","11,586","10,458","11,380","16,457","16,788","16,658","11,546","5,731","1,176","35","206,539","206,539","12,613","23,004","21,281","22,846","32,157","32,615","30,384","20,488","9,519","1,590","42","98,564","98,564","6,370","11,421","10,925","11,491","15,688","15,838","13,724","8,908","3,790","401","8","107,975","107,975","6,243","11,583","10,356","11,355","16,469","16,777","16,660","11,580","5,729","1,189","34","206,223","206,223","12,505","22,989","21,086","22,872","32,013","32,583","30,387","20,580","9,555","1,613","40","98,366","98,366","6,327","11,418","10,809","11,490","15,601","15,838","13,716","8,933","3,818","408","8","107,857","107,857","6,178","11,571","10,277","11,382","16,412","16,745","16,671","11,647","5,737","1,205","32","205,899","205,899","12,440","22,986","20,981","22,793","31,888","32,576","30,348","20,655","9,579","1,612","41","98,178","98,178","6,291","11,418","10,731","11,453","15,548","15,834","13,701","8,956","3,837","401","8","107,721","107,721","6,149","11,568","10,250","11,340","16,340","16,742","16,647","11,699","5,742","1,211","33","205,605","205,605","12,312","22,988","20,895","22,728","31,825","32,532","30,315","20,701","9,652","1,614","43","98,077","98,077","6,248","11,421","10,691","11,425","15,526","15,811","13,689","8,993","3,859","406","8","107,528","107,528","6,064","11,567","10,204","11,303","16,299","16,721","16,626","11,708","5,793","1,208","35","205,168","205,168","12,238","22,947","20,763","22,667","31,733","32,494","30,248","20,717","9,708","1,611","42","97,825","97,825","6,208","11,392","10,614","11,408","15,451","15,792","13,667","9,002","3,877","406","8","107,343","107,343","6,030","11,555","10,149","11,259","16,282","16,702","16,581","11,715","5,831","1,205","34"
"광주광역시 북구 (2917000000)","415,046","415,046","25,422","39,413","49,002","52,607","60,822","70,617","62,717","35,764","16,050","2,579","53","204,886","204,886","12,973","20,494","25,836","27,301","30,851","34,932","29,722","16,052","6,101","619","5","210,160","210,160","12,449","18,919","23,166","25,306","29,971","35,685","32,995","19,712","9,949","1,960","48","414,269","414,269","25,246","39,304","48,644","52,337","60,694","70,579","62,810","35,925","16,068","2,609","53","204,451","204,451","12,893","20,453","25,585","27,156","30,786","34,909","29,797","16,122","6,117","628","5","209,818","209,818","12,353","18,851","23,059","25,181","29,908","35,670","33,013","19,803","9,951","1,981","48","413,593","413,593","25,098","39,131","48,313","52,352","60,388","70,356","63,014","36,113","16,139","2,633","56","204,118","204,118","12,813","20,355","25,441","27,180","30,621","34,841","29,857","16,208","6,160","636","6","209,475","209,475","12,285","18,776","22,872","25,172","29,767","35,515","33,157","19,905","9,979","1,997","50","414,392","414,392","25,179","39,178","48,193","52,785","60,422","70,367","63,186","36,213","16,145","2,669","55","204,515","204,515","12,869","20,368","25,358","27,407","30,644","34,842","29,955","16,243","6,187","636","6","209,877","209,877","12,310","18,810","22,835","25,378","29,778","35,525","33,231","19,970","9,958","2,033","49","415,148","415,148","25,134","39,239","48,207","53,078","60,469","70,284","63,397","36,357","16,230","2,698","55","204,905","204,905","12,858","20,409","25,375","27,543","30,658","34,792","30,086","16,313","6,222","643","6","210,243","210,243","12,276","18,830","22,832","25,535","29,811","35,492","33,311","20,044","10,008","2,055","49","415,608","415,608","25,109","39,277","48,093","53,375","60,511","70,266","63,484","36,411","16,318","2,710","54","205,162","205,162","12,853","20,427","25,331","27,724","30,682","34,769","30,119","16,348","6,258","645","6","210,446","210,446","12,256","18,850","22,762","25,651","29,829","35,497","33,365","20,063","10,060","2,065","48"
"광주광역시 광산구 (2920000000)","386,139","386,139","26,297","47,121","50,138","49,456","64,119","71,989","45,674","20,323","9,394","1,594","34","194,981","194,981","13,313","24,286","26,768","26,142","31,817","36,430","23,459","9,234","3,218","312","2","191,158","191,158","12,984","22,835","23,370","23,314","32,302","35,559","22,215","11,089","6,176","1,282","32","385,324","385,324","26,048","46,904","49,768","49,256","63,918","72,047","45,915","20,427","9,390","1,617","34","194,575","194,575","13,163","24,173","26,578","26,051","31,757","36,432","23,585","9,291","3,229","314","2","190,749","190,749","12,885","22,731","23,190","23,205","32,161","35,615","22,330","11,136","6,161","1,303","32","384,692","384,692","25,896","46,763","49,387","49,270","63,594","71,856","46,276","20,542","9,448","1,622","38","194,236","194,236","13,083","24,086","26,367","26,105","31,595","36,317","23,770","9,342","3,254","314","3","190,456","190,456","12,813","22,677","23,020","23,165","31,999","35,539","22,506","11,200","6,194","1,308","35","383,773","383,773","25,657","46,663","49,081","49,228","63,241","71,787","46,384","20,625","9,433","1,635","39","193,739","193,739","12,957","24,038","26,186","26,072","31,429","36,271","23,824","9,376","3,270","312","4","190,034","190,034","12,700","22,625","22,895","23,156","31,812","35,516","22,560","11,249","6,163","1,323","35","383,172","383,172","25,446","46,557","48,938","49,168","63,001","71,680","46,571","20,673","9,454","1,646","38","193,458","193,458","12,863","23,975","26,115","26,053","31,306","36,225","23,919","9,396","3,291","311","4","189,714","189,714","12,583","22,582","22,823","23,115","31,695","35,455","22,652","11,277","6,163","1,335","34","382,345","382,345","25,234","46,492","48,690","49,046","62,772","71,592","46,643","20,709","9,489","1,643","35","193,016","193,016","12,754","23,935","25,979","25,986","31,199","36,187","23,928","9,419","3,308","317","4","189,329","189,329","12,480","22,557","22,711","23,060","31,573","35,405","22,715","11,290","6,181","1,326","31"
"대전광역시  (3000000000)","1,435,547","1,435,547","86,384","135,523","186,511","194,290","207,526","241,303","207,679","115,967","51,339","8,817","208","714,600","714,600","44,433","69,634","97,152","103,418","103,852","120,184","100,696","53,322","19,661","2,214","34","720,947","720,947","41,951","65,889","89,359","90,872","103,674","121,119","106,983","62,645","31,678","6,603","174","1,436,456","1,436,456","86,134","135,954","186,170","193,989","207,281","241,499","208,046","116,898","51,362","8,912","211","715,012","715,012","44,325","69,652","97,082","103,268","103,858","120,216","100,864","53,748","19,726","2,240","33","721,444","721,444","41,809","66,302","89,088","90,721","103,423","121,283","107,182","63,150","31,636","6,672","178","1,436,857","1,436,857","85,811","136,072","185,811","194,780","206,362","240,926","208,399","117,900","51,530","9,058","208","715,098","715,098","44,167","69,603","96,919","103,690","103,407","119,969","101,055","54,163","19,809","2,285","31","721,759","721,759","41,644","66,469","88,892","91,090","102,955","120,957","107,344","63,737","31,721","6,773","177","1,436,760","1,436,760","85,522","135,966","185,444","195,295","205,885","240,881","208,325","118,595","51,518","9,125","204","714,970","714,970","44,017","69,580","96,633","103,975","103,255","119,860","101,028","54,479","19,820","2,292","31","721,790","721,790","41,505","66,386","88,811","91,320","102,630","121,021","107,297","64,116","31,698","6,833","173","1,437,337","1,437,337","85,234","135,952","185,459","195,591","205,742","240,731","208,355","119,254","51,585","9,226","208","715,232","715,232","43,826","69,610","96,579","104,108","103,235","119,766","101,109","54,784","19,863","2,320","32","722,105","722,105","41,408","66,342","88,880","91,483","102,507","120,965","107,246","64,470","31,722","6,906","176","1,437,201","1,437,201","85,038","135,700","185,107","196,057","205,749","240,411","208,320","119,612","51,787","9,210","210","715,133","715,133","43,729","69,481","96,391","104,327","103,276","119,574","101,106","54,951","19,956","2,309","33","722,068","722,068","41,309","66,219","88,716","91,730","102,473","120,837","107,214","64,661","31,831","6,901","177"
"대전광역시 동구 (3011000000)","217,332","217,332","11,039","18,216","27,622","25,173","28,993","36,086","35,062","22,629","10,806","1,668","38","109,253","109,253","5,753","9,321","14,638","13,671","15,111","18,830","17,146","10,227","4,135","411","10","108,079","108,079","5,286","8,895","12,984","11,502","13,882","17,256","17,916","12,402","6,671","1,257","28","217,391","217,391","10,919","18,531","27,520","25,072","28,865","36,093","35,090","22,779","10,799","1,687","36","109,257","109,257","5,700","9,376","14,631","13,623","15,068","18,834","17,161","10,299","4,139","418","8","108,134","108,134","5,219","9,155","12,889","11,449","13,797","17,259","17,929","12,480","6,660","1,269","28","217,543","217,543","10,873","18,737","27,487","25,185","28,669","35,986","35,110","22,940","10,831","1,693","32","109,360","109,360","5,665","9,446","14,638","13,712","14,957","18,802","17,184","10,371","4,160","418","7","108,183","108,183","5,208","9,291","12,849","11,473","13,712","17,184","17,926","12,569","6,671","1,275","25","217,576","217,576","10,822","18,736","27,511","25,259","28,570","35,965","35,091","23,056","10,832","1,701","33","109,370","109,370","5,634","9,441","14,643","13,745","14,917","18,792","17,192","10,415","4,164","420","7","108,206","108,206","5,188","9,295","12,868","11,514","13,653","17,173","17,899","12,641","6,668","1,281","26","217,746","217,746","10,775","18,782","27,642","25,231","28,557","35,946","35,036","23,161","10,866","1,715","35","109,473","109,473","5,601","9,461","14,723","13,742","14,917","18,779","17,176","10,468","4,174","425","7","108,273","108,273","5,174","9,321","12,919","11,489","13,640","17,167","17,860","12,693","6,692","1,290","28","217,504","217,504","10,733","18,667","27,606","25,223","28,524","35,897","35,016","23,198","10,886","1,720","34","109,386","109,386","5,582","9,439","14,700","13,719","14,907","18,765","17,162","10,497","4,185","423","7","108,118","108,118","5,151","9,228","12,906","11,504","13,617","17,132","17,854","12,701","6,701","1,297","27"
"대전광역시 중구 (3014000000)","224,578","224,578","11,717","19,542","25,015","26,240","30,755","38,379","35,287","24,016","11,652","1,927","48","109,836","109,836","5,936","9,994","12,500","13,618","15,498","19,448","17,102","10,657","4,534","540","9","114,742","114,742","5,781","9,548","12,515","12,622","15,257","18,931","18,185","13,359","7,118","1,387","39","224,411","224,411","11,649","19,431","25,008","26,155","30,605","38,422","35,318","24,157","11,664","1,955","47","109,704","109,704","5,890","9,950","12,463","13,582","15,449","19,437","17,110","10,720","4,548","546","9","114,707","114,707","5,759","9,481","12,545","12,573","15,156","18,985","18,208","13,437","7,116","1,409","38","224,153","224,153","11,537","19,394","24,860","26,175","30,481","38,271","35,351","24,304","11,736","1,998","46","109,471","109,471","5,836","9,916","12,388","13,573","15,342","19,375","17,118","10,779","4,577","559","8","114,682","114,682","5,701","9,478","12,472","12,602","15,139","18,896","18,233","13,525","7,159","1,439","38","223,824","223,824","11,468","19,331","24,745","26,202","30,342","38,265","35,290","24,392","11,732","2,010","47","109,284","109,284","5,806","9,888","12,331","13,592","15,274","19,340","17,085","10,825","4,572","563","8","114,540","114,540","5,662","9,443","12,414","12,610","15,068","18,925","18,205","13,567","7,160","1,447","39","223,735","223,735","11,427","19,318","24,675","26,196","30,296","38,246","35,286","24,466","11,741","2,034","50","109,201","109,201","5,774","9,882","12,265","13,576","15,258","19,327","17,117","10,846","4,584","563","9","114,534","114,534","5,653","9,436","12,410","12,620","15,038","18,919","18,169","13,620","7,157","1,471","41","223,431","223,431","11,392","19,251","24,587","26,247","30,245","38,114","35,203","24,527","11,776","2,040","49","108,989","108,989","5,753","9,847","12,202","13,597","15,206","19,245","17,090","10,876","4,601","563","9","114,442","114,442","5,639","9,404","12,385","12,650","15,039","18,869","18,113","13,651","7,175","1,477","40"
"대전광역시 서구 (3017000000)","461,728","461,728","27,557","46,093","63,090","65,118","68,848","76,691","63,449","34,108","14,205","2,513","56","225,958","225,958","14,157","23,686","31,501","33,989","33,585","37,111","30,068","15,717","5,526","611","7","235,770","235,770","13,400","22,407","31,589","31,129","35,263","39,580","33,381","18,391","8,679","1,902","49","462,170","462,170","27,494","46,142","63,041","65,055","68,887","76,762","63,594","34,371","14,234","2,530","60","226,178","226,178","14,166","23,674","31,502","33,946","33,614","37,121","30,135","15,845","5,551","616","8","235,992","235,992","13,328","22,468","31,539","31,109","35,273","39,641","33,459","18,526","8,683","1,914","52","461,944","461,944","27,338","46,104","62,904","65,343","68,477","76,527","63,646","34,694","14,283","2,570","58","226,010","226,010","14,081","23,639","31,408","34,084","33,458","36,984","30,181","15,964","5,571","633","7","235,934","235,934","13,257","22,465","31,496","31,259","35,019","39,543","33,465","18,730","8,712","1,937","51","461,902","461,902","27,211","46,060","62,794","65,606","68,326","76,496","63,573","34,928","14,280","2,574","54","225,943","225,943","14,012","23,626","31,308","34,220","33,419","36,961","30,140","16,051","5,566","633","7","235,959","235,959","13,199","22,434","31,486","31,386","34,907","39,535","33,433","18,877","8,714","1,941","47","461,940","461,940","27,078","46,062","62,652","65,806","68,260","76,430","63,587","35,129","14,284","2,597","55","225,979","225,979","13,935","23,635","31,212","34,345","33,396","36,935","30,139","16,154","5,579","642","7","235,961","235,961","13,143","22,427","31,440","31,461","34,864","39,495","33,448","18,975","8,705","1,955","48","462,712","462,712","27,068","46,122","62,528","66,213","68,393","76,487","63,649","35,264","14,352","2,581","55","226,367","226,367","13,937","23,647","31,169","34,535","33,508","36,952","30,157","16,215","5,607","633","7","236,345","236,345","13,131","22,475","31,359","31,678","34,885","39,535","33,492","19,049","8,745","1,948","48"
"대전광역시 유성구 (3020000000)","367,318","367,318","28,538","38,402","52,051","58,337","57,860","58,622","44,288","19,750","7,839","1,591","40","186,071","186,071","14,794","19,724","28,227","31,202","28,645","28,900","21,682","9,590","2,931","371","5","181,247","181,247","13,744","18,678","23,824","27,135","29,215","29,722","22,606","10,160","4,908","1,220","35","368,097","368,097","28,614","38,568","52,000","58,358","57,966","58,709","44,422","19,971","7,836","1,612","41","186,498","186,498","14,813","19,762","28,239","31,228","28,736","28,940","21,758","9,691","2,947","379","5","181,599","181,599","13,801","18,806","23,761","27,130","29,230","29,769","22,664","10,280","4,889","1,233","36","369,043","369,043","28,642","38,607","52,053","58,735","57,899","58,777","44,610","20,194","7,848","1,636","42","187,010","187,010","14,844","19,747","28,272","31,457","28,704","28,991","21,853","9,789","2,967","380","6","182,033","182,033","13,798","18,860","23,781","27,278","29,195","29,786","22,757","10,405","4,881","1,256","36","369,587","369,587","28,650","38,643","52,036","58,918","57,908","58,857","44,678","20,355","7,845","1,658","39","187,313","187,313","14,847","19,785","28,242","31,559","28,741","29,005","21,894","9,886","2,968","380","6","182,274","182,274","13,803","18,858","23,794","27,359","29,167","29,852","22,784","10,469","4,877","1,278","33","370,139","370,139","28,611","38,654","52,172","59,080","57,914","58,884","44,726","20,508","7,875","1,676","39","187,562","187,562","14,804","19,817","28,299","31,606","28,768","29,004","21,940","9,957","2,979","382","6","182,577","182,577","13,807","18,837","23,873","27,474","29,146","29,880","22,786","10,551","4,896","1,294","33","370,100","370,100","28,511","38,578","52,197","59,105","57,898","58,838","44,721","20,630","7,907","1,673","42","187,549","187,549","14,742","19,781","28,306","31,637","28,775","28,958","21,962","9,999","3,001","381","7","182,551","182,551","13,769","18,797","23,891","27,468","29,123","29,880","22,759","10,631","4,906","1,292","35"
